content,score,thumbsUpCount,reviewCreatedVersion,at,app
Cet applications est pratique pour les enfants mais le truc qui est plate c'est qu'il faut payer,1,0,7.83.0 build 25 35223,2020-12-07 22:47:11,netflix
Je l'adore car il et facile a télécharger et il beug pas mais ce qui et un peut ennuyeux c'est les pub mais autrement cette aplli et trop cool💖💖💖💖,5,1,7.78.0 build 11 35157,2020-10-21 21:11:10,netflix
Sur smartphone et tv ça bug,1,0,7.84.1 build 28 35243,2020-12-13 13:53:49,netflix
Tourjour les même film et si on na la chance de tombé sur un bon film on peu coméme pa le regarde c'est pas en français donc sa ne sert strictement à rien maintenant netflix,1,0,7.84.1 build 28 35243,2021-01-01 20:42:39,netflix
plutôt correct même si le catalogue 4k est encore très limité si l'on a l'abonnement 4 écrans.,3,0,7.78.0 build 11 35157,2020-10-20 03:14:40,netflix
Ça beug depuis 2 semaines incapable de mettre Netflix sur mon smartphone cependant cela fonctionne sur la TV.,1,0,7.82.1 build 39 35208,2020-11-17 19:05:35,netflix
Je trouve la politique de radiodiffusion régionale ridicule. Les abonnés du monde entier devraient pouvoir regarder un film sur sa propre plateforme,1,0,7.80.0 build 10 35175,2020-11-09 05:10:45,netflix
"Mon appli n'ouvre plus. J'ai beau le désinstaller et le réinstaller mais y'a rien à faire quand j'essaie de l'ouvrir, ça gèle sur le gros ""N"" du début. Qqu'un peut m'aider svp?",3,0,7.80.0 build 10 35175,2020-11-07 19:58:43,netflix
Cest super mais il y a beaucoup de film ou il y a le 1 et le 3 mais pas le 2 ou alors le 2 sort avant le 1....,4,2,7.84.1 build 28 35243,2021-01-02 11:16:33,netflix
Facile d'utilisation et l'interface est vraiment jolie et simple,5,0,7.81.1 build 19 35189,2020-11-16 20:14:58,netflix
On ne le présente plus ! Sans lui je trouverais peut être le sommeil plus tôt mais je serais triste de ne pas connaître la suite de ma série. Allez encore une petite demie heure ... Une petite promis :),5,0,7.86.1 build 16 35285,2021-01-21 00:30:05,netflix
"Je trouve ça vraiment agassant que le français n'est pas disponible dans tous les pays, et si on ne comprend pas l'anglais ?",1,1,7.79.1 build 14 35169,2020-10-28 12:02:17,netflix
Depuis la miss a jours il a des bug tout les 2 minute est encore quand on regarde des séries est autre,5,2,7.75.1 build 26 35131,2020-09-30 15:43:58,netflix
Les séries sont souvent passionnantes!,4,0,7.84.1 build 28 35243,2020-12-16 05:10:30,netflix
De plus en plus déçu par le contenu de Netflix : beaucoup de séries pour ados. Et des séries comme Altered Carbon annulées. C'est n'importe quoi. Heureusement que Prime est là.,2,1,7.77.0 build 14 35146,2020-10-13 08:36:14,netflix
J’adore chercher et trouver des pépites,5,0,7.84.1 build 28 35243,2020-12-21 18:20:08,netflix
"Très bonne application mais maintenant que j'ai changé le mot de passe, je n'arrive plus à me connecter",3,0,7.74.1 build 27 35120,2020-09-26 14:57:28,netflix
Super appli mais il manque des film comme les Disney ou les harry Potter je suis très decu,4,0,7.79.1 build 14 35169,2020-11-01 16:36:18,netflix
Je ne vois plus les films lorsque je bascule min téléphone en mode paysage et pourtant la luminosité est à fond,1,0,7.73.1 build 15 35102,2020-09-17 12:51:41,netflix
"Il y a pas la saison 3 4 5 de hero academia et il ya pas les serie ,demon stayer,et lattaque des titan ...alor que sa existe vous pouvez le metre s il vous plait 🙏🙏🙏🙏",5,0,7.86.1 build 16 35285,2021-01-24 17:58:19,netflix
Trop bien à part qu'il y a pas de Deadpool ni plein de films ni rien bah ça je trouve scandaleux ça serait bien qu'il a tous les films du monde est comprit Harry Potter,4,0,7.84.1 build 28 35243,2020-12-30 23:07:43,netflix
Application très bien quand on s'ennuie Sa serais cool de pouvoir régler la qualité,5,2,7.77.0 build 14 35146,2020-10-16 15:45:18,netflix
inteligent!et pas tellement cher et payable par credit card,5,0,7.83.0 build 25 35223,2020-12-04 20:20:04,netflix
Mise a jour faite Encore cette erreur -1001 sur redmi note 9 du coup je paye toujours pour rien et pas d'autres mise a jours en vue dans l'immédiat.un vrai scandale,1,0,7.81.1 build 19 35189,2020-11-09 19:18:28,netflix
J'adore cette appli on peur regarder desnserie et quand on quitte on reprend la série ou on c'est arrêté j'adore !!,5,1,7.81.1 build 19 35189,2020-11-10 20:56:18,netflix
Netflix est une application formidable pour regarde c que vous voulez mes est fairi tail il mette des nouveaux épisodes mes il y an n'a pas 👍👎😀😩,5,0,7.83.0 build 25 35223,2020-12-05 09:00:45,netflix
C' est génial on peu mettre toutes les série.,5,0,7.86.1 build 16 35285,2021-01-22 19:34:14,netflix
Bonne appli de serie mais sur portable j'aimerai avec l'image qui va avec le son,2,0,7.73.1 build 15 35102,2020-09-16 08:53:42,netflix
Depuis la nouvelle mise à jour je ne peux même plus caster mon application Netflix,1,0,7.88.0 build 8 35303,2021-02-04 08:24:38,netflix
Très bonne application si je donne 4 étoiles c' parce-que les programmes ne son pas pareil partout,4,0,7.82.2 build 42 35213,2020-11-20 20:13:18,netflix
"Impeccable, l'étoile manquantes c'est pour les problèmes de connectivité pour caster sur SmartTV",4,0,7.81.1 build 19 35189,2020-11-16 13:52:28,netflix
Mais je n'arrive pas à me connecter par le biais de mon mot de passe.,4,0,7.84.1 build 28 35243,2021-01-09 12:12:01,netflix
Pourquoi ya t'il des serie qui on été enlevé comme l'anime parasite je suis dégouté de ne plus la voir mes je mes comme même les 5 étoile car c une des meilleures app du monde,5,0,7.88.0 build 8 35303,2021-02-07 22:46:44,netflix
Cette appli est génial je vous le recommande fortement mais j'ai 4 étoiles parce qu'il manque des films,4,1,7.74.1 build 27 35120,2020-09-28 13:26:25,netflix
Sur la tv rien à dire ! Parcontre Sur mobile c'est lent et plante tout le temps !,1,0,7.78.0 build 11 35157,2020-10-24 23:32:07,netflix
Super seul défaut manque de nouveauté,3,0,7.87.2 build 16 35298,2021-02-02 18:42:29,netflix
Aidez moi j ai l application sur mon gsm (honor 10 lite) via googleplay et sur ce support je sais telecharger des films pour regarder hors réseaux mais sur ma tablette samsung j ai la meme version que sur ma Tv ou mon Pc donc impossible de telecharger un contenu existe il une autre version sur googleplay ou y a t il une astuce,3,2,7.74.1 build 27 35120,2020-09-27 21:19:03,netflix
L'appli bloque totalement mon Android dès que je la démarre. Pas vraiment terrible de la part de Netflix...,1,0,7.74.1 build 27 35120,2020-09-28 16:58:26,netflix
L'appli ne se synchronise plus et recommence des épisodes déjà visionnés.,1,0,7.73.1 build 15 35102,2020-09-21 04:40:16,netflix
Payant mais mieux que ses conccurents comme OCS ou Disney + ou Amazon Prime Video.,5,0,3.16.6 build 5383,2021-01-28 15:00:22,netflix
Je trouve que cette application est merveilleuse mais le c'est que ça consomme beaucoup de batterie aussi non c'est excellent!,4,1,7.76.1 build 9 35139,2020-10-10 18:40:49,netflix
Super Netflix grâce à toi je ne m'ennuie plus 😘,5,0,7.87.2 build 16 35298,2021-02-03 17:37:19,netflix
Netflix sa fait toute ma vie tous les films toutes les séries c'est vraiment la meilleure application du monde je le jure Surtout au début il y avait Harry Potter j'ai regardé Harry Potter à l'école des sorciers j'ai regardé les 3 premiers épisodes Harry Potter 3 premiers films on peut dire et maintenant je sais pas comment ils sont enlevés mon rêve c'est que les films d'Harry Potter viennent sur Netflix et voila je vait dire un dernier mot Netflix c'est ma vie entière je bous jure ❤❤❤❤❤❤❤❤❤❤❤,5,0,7.82.2 build 42 35213,2020-11-20 05:40:03,netflix
"Ne fonctionne plus, je viens de réinstaller l'application, redémarrer mon téléphone... Je vais tenter de pas utiliser mon identifiant enregistré pour voir mais ça me saoule déjà",1,0,7.75.1 build 26 35131,2020-10-04 18:46:25,netflix
Non compatible avec mon smartphone Et comme je n'ai pas l'intention d'en racheter un autre exprès... je ne peux pas utiliser mon abonnement sur mon tel,2,1,7.76.1 build 9 35139,2020-10-09 20:27:55,netflix
Je mets 5 étoiles app très bien juste vous pouver mettre des abonnement moin chère edt aussi toit les animer comme fayrytail ou one pice ou tout les dragon ball cher po sinon très bonne app,5,3,7.81.1 build 19 35189,2020-11-09 20:28:33,netflix
"Pas beaucoup de séries, on a vite fait le tour",2,0,7.84.1 build 28 35243,2021-01-04 20:20:04,netflix
C la meilleure appli que je connaissent personnellement c tellement bien de pouvoir voir tout les film et série comme ont veut et quant ont veut ❤,5,1,7.81.1 build 19 35189,2020-11-12 09:29:02,netflix
Bonne application sauf que certains films sont anglais et impossible de traduire,5,1,7.79.1 build 14 35169,2020-10-27 21:53:35,netflix
"Samsung travaille peut-être avec vous, mais pas moi!Rien d intéressant,pas plus qu IPTV !Même pas une période d essai,ça sent l arnaque !",1,0,7.76.1 build 9 35139,2020-10-07 18:29:25,netflix
"Trop bien, mais dommage qu'il n'y ait pas de très bonne série comme One piece par exemple",5,2,7.77.0 build 14 35146,2020-10-18 13:42:57,netflix
Aucun moyen de me connecter à mon compte Netflix via l'application.,1,0,7.85.0 build 17 35270,2021-01-12 17:43:52,netflix
"a chaque mise a jour...je me fais déconnecter de force, c'est ennuyant a la longue.",2,1,7.71.0 build 9 35074,2020-09-07 14:19:27,netflix
La meilleure appli pour les serie télévisé on peut se passer les compte Netflix à un nombre limiter cest tous simplement incroyable,5,2,7.73.1 build 15 35102,2020-09-16 21:22:42,netflix
Cette application elle est très très bien pour voir des séries et des films,5,0,7.83.0 build 25 35223,2020-12-07 14:47:42,netflix
Dommage qu'il n'y ait pas de filtre pour enlever ce qu'on a deja vu ou pas aimé,1,0,7.79.1 build 14 35169,2020-11-03 18:59:25,netflix
Pas mal de nouveautés continent comme ça !!!,5,0,7.84.1 build 28 35243,2021-01-11 17:38:11,netflix
Très belle chaîne mais pas assez de films et de séries en français,3,0,7.74.1 build 27 35120,2020-09-25 02:21:19,netflix
J'ai voulu me connecter il y a écrit un compte et un autre j'ai cliquer sur mon compte mais sa ma fait partir mais pourquoi 4 étoile parce que j'ai netflix sur ma ps5 et aussi ma xbox série X du coup j'aime,4,0,7.80.0 build 10 35175,2020-11-12 18:58:04,netflix
"Super moyen de streaming le seul problème c que ya un peux de bueg du, jaure tu regarde après il te fais quitter l'appli mais pg",4,0,7.72.0 build 14 35087,2020-09-18 01:40:20,netflix
"Bonne appli, interface sympa, simple d'utilisation.",5,1,7.73.1 build 15 35102,2020-09-18 19:57:43,netflix
Très bien sauf qu'il n'y a pas assé de film en traduction français !!,4,0,7.71.0 build 9 35074,2020-09-11 13:50:41,netflix
J'ai bien mais Netflix ne propose pas de film or connexions ou sinon je ne l'ai trouve pas alors si je ne l'ai trouve pas... est ce que vous pouvez me dire comment faire svp,4,0,7.84.1 build 28 35243,2020-12-19 12:09:08,netflix
Fonctionne quand elle veut sur ma tablette ou mon tel. Obligée de la désinstaller Et de la désinstaller à chaque fois,1,2,7.71.0 build 9 35074,2020-09-07 19:32:50,netflix
C'est super pour écouter des émissions pendant la nuit ou des films ou enfait c'est comme la télé mais en mieux ☀️,5,0,7.71.0 build 9 35074,2020-08-30 11:03:44,netflix
Reste bloqué a l'ouverture sur le logo netflix,3,0,7.85.0 build 17 35270,2021-01-12 15:03:38,netflix
"Samsung Galaxy A71. J'ai pas voulu cette appli, j'ai pas internet ni la télé à domicile, alors la télé et les films et un empire étranger sur mon téléphone... Pfffffffff.. 😜😕 Et on peut pas même désinstaller l'appli.. C'est pas un 🎁.. Pfffffff.. 🤔👽",1,0,7.78.0 build 11 35157,2020-10-27 22:54:14,netflix
"Google smart lock m'empêche d'ouvrir l appli ces derniers jours, sinon avant ca tout marchait bien",4,0,7.73.1 build 15 35102,2020-09-17 21:39:29,netflix
Je ne quitte plus cet appli j'adore y en a pour tous les goûts on peut créer des profils adapter en fonction de l'âge je le recommande vivement,5,0,7.82.2 build 42 35213,2020-11-21 05:39:39,netflix
À quand la mise à jour sur Microsoft store ??? Sa beug beaucoup beaucoup trop !!!,3,0,7.89.0 build 18 35322,2021-02-12 03:59:57,netflix
J'adore l'application mais depuis quelque temps le bouton ajouté a ma liste ne fonctionne plus.,4,0,7.75.1 build 26 35131,2020-10-03 11:30:39,netflix
Tout les séries qui étaient en français à chaque mise à jour change de langues,3,0,7.79.1 build 14 35169,2020-10-27 04:44:00,netflix
C'est une sur application ect... Mes il faut mettre la série scooby doo mes l'ancienne version pas celle de maintenant,4,0,7.86.1 build 16 35285,2021-01-21 15:09:02,netflix
Superbe série et films à regarder 👌🏻 Aucun bug . 5 ⭐,5,0,7.83.0 build 25 35223,2020-11-28 11:16:38,netflix
Super mais manque un peu de description des séries et films.,5,1,7.81.1 build 19 35189,2020-11-12 12:35:08,netflix
"Changement radical de la conception formidable, mais toujours des films en langues anglaises domages",5,0,7.79.1 build 14 35169,2020-11-21 17:10:32,netflix
Films et séries à volonté pour un prix vraiment très attractif je recommande fortement a s'abonner,5,0,7.71.0 build 9 35074,2020-09-08 02:18:36,netflix
Il y a des films très bons qui malheureusement ne sont pas traduits .,4,0,7.83.0 build 25 35223,2020-12-07 15:37:50,netflix
Decalage important entre l'image et le son sur un reseau fibré... Inadmissible,3,0,7.81.1 build 19 35189,2020-11-11 22:47:21,netflix
"pire application du moment je ne peut plus voir de série sa bug , l'image s'arrête c'est décevant",1,0,7.83.0 build 25 35223,2020-11-25 01:20:53,netflix
"Impossible de regarder Netflix sur la FreeBox mini 4k, j'ai appelé le service client free mais ça continue toujours.",1,1258,7.74.1 build 27 35120,2020-09-24 07:05:35,netflix
Superbe mais... sur Samsung dex c'est l'application de streaming la moins développée....,3,0,7.80.0 build 10 35175,2020-11-12 10:20:17,netflix
Suis depuis une heure sur le site ces pas mal apparemment pour l instant,5,0,7.84.1 build 28 35243,2021-01-06 17:08:16,netflix
L'application ne fonctionne pas sur mon Xiaomi mi 10 pro depuis la dernière mise à jour.,1,1,7.83.0 build 25 35223,2020-11-27 21:22:27,netflix
J'aime bcp cette application mais se serait cool que vous remettiez certaines séries que vous avez enlevé et mettre de nouvel série et films Merci,4,0,7.81.1 build 19 35189,2020-11-09 21:24:33,netflix
Très bonne application pour passer le temps avec une grande variété de films,5,0,7.71.0 build 9 35074,2020-09-03 14:57:55,netflix
"Je viens de changer de téléphone, et sur mon redmi note 9 je peux télécharger l'application mais je ne peux pas l'ouvrir....",2,0,7.83.0 build 25 35223,2020-11-28 12:08:33,netflix
"Pour moi pas assez de séries françaises, les films comédie trop anciens.",3,0,7.84.1 build 28 35243,2021-01-02 18:23:27,netflix
"On s'ennuie pas avec Netflix il ya tellement de séries que je ne savais pas où commencer, merci d'avoir créé une aussi belle chose Netflix",5,0,7.75.1 build 26 35131,2020-12-21 19:59:56,netflix
Beaucoup de titres sont en Anglais seulement Très dommage!,3,0,7.72.0 build 14 35087,2020-09-13 19:59:03,netflix
Très bonne application mais mauvaise qualiter a certain moment meme avec un forfait HD,4,0,7.72.0 build 14 35087,2020-09-15 13:47:29,netflix
J'aime beaucoup Netflix parce que je peux regarder des animés mais le problème c'est que il n'y a pas tout se qui est dommage comme par exemple My Hero Academia il y est pas est c'est très dommage,5,0,7.82.2 build 42 35213,2020-11-22 11:51:52,netflix
J'adore cette application parce que il y a des films des manga des dessins animés pleins de trucs que j'aime bien,5,0,7.83.0 build 25 35223,2020-12-12 08:04:10,netflix
"Très bien, je le recommande vivement mais c'est un peu chère sachant que je suis pauvre mais après ça va car c'est mon frère qui paie.",5,2,7.82.2 build 42 35213,2020-11-23 14:18:06,netflix
Jaime trooop!!! Mais il y a des film et des series qui sont juste en anglais ou en autre langue que le francais mais je recommande,5,0,7.84.1 build 28 35243,2020-12-30 19:10:44,netflix
Bonjour netflix je vous en suplie mettez True beauty la meilleure série monde alors mettez la s'il vous plaît mais sinon tout marche sur netflix aucun probleme 👌,5,0,7.89.0 build 18 35322,2021-02-14 21:18:13,netflix
J'adore cette application la qualité est au top et j'adore la nouvelle mise à jour ☺️,5,0,7.83.0 build 25 35223,2020-12-01 10:42:28,netflix
"J'aimerais savoir pourquoi des films que j'ai déjà téléchargé se suppriment seul, et aussi pourquoi des épisodes que j'ai déjà téléchargé se mettent à au bout de quelques heures ?? Ce qui fait que je dois encore retelecharger ça fait déjà plus de trois jours que je télécharge les mêmes épisodes, c'est vraiment frustrant ça...",1,5,7.78.0 build 11 35157,2020-10-22 18:02:43,netflix
Il manque des films ou des ser ie mais j'adore,4,0,7.88.0 build 8 35303,2021-02-05 21:16:39,netflix
Bien mais on a pas trop de choix fe film ou de séries par exemple ( insatiable) sinon cool l'appli,5,0,7.77.0 build 14 35146,2020-10-18 17:35:12,netflix
Netflix bug énormément en ce moment j'espère qu'il vont enlever les buts car ces très énervent je peux plus regarder ma série,1,2,7.72.0 build 14 35087,2020-09-14 16:25:47,netflix
"Plutôt pas mal mais bugs frequents, obligé de désinstaller puis réinstaller.",4,0,7.72.0 build 14 35087,2020-09-11 09:57:38,netflix
Cette appli est cool ms il y a un prob c qu'il y a des séries où on a pas le debut comme par exemple legend of tommorow y a juste la saison 3,4,0,7.71.0 build 9 35074,2020-09-07 14:05:33,netflix
Pourqoi mon Netflix est en anglais avant l'application etais en français rien que pour sa je vais pas rester c nul,2,0,7.84.1 build 28 35243,2020-12-29 14:26:56,netflix
"Avant j'aurais mit 5 étoiles mais depuis que j'ai su que Netflix supprimait ""Gossip Girl"" le 31decembre tout c'est effondrer... c'est ma série préférée et *pour moi* la série far de Netflix. J'espère qu'ils vont changer d'avis par rapport à la suppression de ""Gossip Girl"" car des tonnes de personnes sont du même avis que moi et sont dessus de cette décision qu'à prise Netflix. Désolé de ce commentaire et de cette note mais vous enlever toute les bonnes choses de cette application.C'est dommage..",2,0,7.83.0 build 25 35223,2020-12-04 00:57:36,netflix
Super très bon film et dessins animés pour les petits enfants,5,0,7.83.0 build 25 35223,2020-12-06 14:26:16,netflix
Impossible de l'utiliser : crash à chaque fois que je selectionne mon compte...,1,0,7.71.0 build 9 35074,2020-09-05 19:55:47,netflix
"Bonne application films et series variés de différents styles, quelques beug mais des moindre je vous la conseille fortement",5,0,7.81.1 build 19 35189,2020-12-25 22:43:23,netflix
Ce serait bien d'avoir encore + de contenu en dolby vision et dolby atmos le résultat est superbe sur ma télé 💜,4,0,7.77.0 build 14 35146,2020-10-13 18:56:13,netflix
"L'application ne marche pas sur mon téléphone et bug tout le temps, au final je paye pour ne rien voir",2,0,7.83.0 build 25 35223,2020-11-28 10:14:39,netflix
Très satisfaite de l'offre proposée pour les séries et les films 👌,5,0,7.73.1 build 15 35102,2020-09-16 04:42:39,netflix
À chaque fois Netflix dis ( connexion à Netflix impossible ) j'adore pas 😠,1,0,7.84.1 build 28 35243,2021-01-04 12:46:12,netflix
Problèmes résolus suite à ceux rencontrés lors de la dernière mise à jour. Je modifie donc ma note 👍,5,80,7.75.1 build 26 35131,2020-10-04 16:04:32,netflix
"Bonjour, à l'épisode 3 de la saison 5 de ""Teen Wolf"" il y a une faute d'orthographe, qui est un ""e"" en trop. Merci de l'enlever contre ma frustration. Cordialement.",5,0,7.88.0 build 8 35303,2021-02-02 22:14:19,netflix
L'apps une fois lancée boucle sur l'écran de sélection du compte 😬 Android 6 incompatible ?,1,0,7.73.1 build 15 35102,2020-09-21 20:27:00,netflix
Ne me remet pas au bon episode de temps en temps,3,0,7.89.0 build 18 35322,2021-02-16 02:54:28,netflix
J'adore cette application c'est bien bravo !,5,0,7.89.0 build 18 35322,2021-02-14 23:41:14,netflix
Super plateforme pour quand ta rien a faire mais le mode pip ne fonctionne pas,3,2,7.82.1 build 39 35208,2020-11-17 21:03:47,netflix
"Je ne peux rien regarder, je vois juste un écran noir et le son qui défile derrière",1,0,7.73.1 build 15 35102,2020-09-19 20:08:30,netflix
J'adore Nerflix toujours du bon contenu et un humour splendide de la part des équipes.,5,0,7.77.0 build 14 35146,2020-10-14 12:09:19,netflix
Très bonne application très conseiller pour ceux qui veulent télécharger rajouter plus de film et d animé,4,0,7.76.1 build 9 35139,2020-10-11 07:12:35,netflix
Manque des variétés des films,4,0,7.89.0 build 18 35322,2021-02-16 07:29:10,netflix
"Très bon, abonnement simple rapide, beaucoup de film et séries 👍",5,1,7.81.1 build 19 35189,2020-11-11 22:55:56,netflix
Très bonne application et pratique,5,0,7.84.1 build 28 35243,2021-01-08 19:19:24,netflix
Super super bien pour moi et rien à dire ses parfait merci 😙😙😙😙😄😄😄😄😄😃,5,0,7.87.2 build 16 35298,2021-01-30 01:04:51,netflix
Je viens d'acheter un Xiaomi redmi note 9 et a chaque fois que je lance l'application un message d'erreur apparait.,1,13,7.80.0 build 10 35175,2020-11-07 00:35:29,netflix
L'applis est bien mais niveau anime il manque one piece,4,0,7.84.1 build 28 35243,2020-12-19 22:52:25,netflix
Rien a corriger meilleure appli!,5,0,7.84.1 build 28 35243,2021-01-01 00:50:12,netflix
Très bien mais sa serai mieux si ont pourrais créer des groupes et envoyez un lien à nos amis pour l'écouter en même temps,4,0,7.75.1 build 26 35131,2020-10-06 22:31:32,netflix
J'aime beaucoup en peux voir tout les film ou tout les serie,5,0,7.89.0 build 18 35322,2021-02-12 19:33:18,netflix
"App'i qui bugue tout le temps, faut redémarrer son téléphone à chaque fois qu'on veut voir un film sur l'application",1,0,7.79.1 build 14 35169,2020-10-31 20:29:44,netflix
Exceptionnel cette application très bonne qualité de série continuer comme ça.,5,0,7.72.0 build 14 35087,2020-09-15 12:06:25,netflix
"Trop super,mais vous devriez ajouter beaucoup plus de film d'actions",5,0,7.83.0 build 25 35223,2020-11-29 03:29:52,netflix
"Manque de contenu en français! Plusieurs films sont uniquement en anglais, italien, portugais, espagnol et allemand... À quand plus de films en français 🇨🇵 au Canada 🇨🇦 @netflix?",1,3,7.73.1 build 15 35102,2020-09-18 12:53:52,netflix
J'adore plein de film serie divertissante mais il manque des saison à l'heure serie comme prison break legend of tomorrow flash etc... donne j'acorde un 4 étoile sur 5 🌟,4,0,7.71.0 build 9 35074,2020-09-01 09:29:42,netflix
la qualité vidéo sur mon téléphone redmi 9 est très mauvais malgré que j'ai un abonnement Ultra HD,1,0,7.71.0 build 9 35074,2020-09-01 07:25:21,netflix
On ne peux pas mettre en français les séries ou films Vraiment nullll,1,0,7.87.2 build 16 35298,2021-01-29 05:03:16,netflix
L'application est bien mais de puis la mise jour je n'arrive plus à me connecter sur l'application et sa me fait pas plaisir,3,0,7.75.1 build 26 35131,2020-10-04 21:39:11,netflix
Netflix c la base mais ca aurait été sympa si il y avais plus de choix dans les images de profil par exemple rick et morty 😁 bref ⭐⭐⭐⭐⭐,5,0,7.82.2 build 42 35213,2020-11-22 18:23:49,netflix
Problème avec Xiaomi redmi note 8 pro.netflix ne reconnaît pas le certificat widevine L1. affichage en sd only. J'attends que ça soit résolu pour mettre 5 étoiles,4,6,7.77.0 build 14 35146,2020-10-19 23:28:28,netflix
C'est super j'adore les séries mais enft il n'a pas beaucoup de choix faudrait juste rajouter plus de série sinon super,4,7,7.75.1 build 26 35131,2020-10-01 18:06:08,netflix
Très bonne application si vous pouviez rajouter la séries castle je vous en serais très reconnaissant,5,0,7.83.0 build 25 35223,2020-12-18 22:03:12,netflix
Vraiment bien mais il faut 1h pour trouver un film ou une série ou même plus de temps,4,0,7.75.1 build 26 35131,2020-10-01 12:53:10,netflix
"Bonne application, mais manque de nouveautés en films",4,0,7.83.0 build 25 35223,2020-11-27 13:21:41,netflix
Netflix c'est la vie pour regarder des animés !,5,0,7.86.1 build 16 35285,2021-01-27 16:09:50,netflix
un filtre pour selectionner la langue serait le bien venu 😉,3,0,7.74.1 build 27 35120,2020-09-25 05:52:45,netflix
C terible il manque juste que sa marche sans 4g et sans co,5,0,7.84.1 build 28 35243,2020-12-18 15:45:40,netflix
"Écran noir quand je veux regarder un film ou une série, j'ai juste le son",2,1,7.83.0 build 25 35223,2020-12-02 22:43:35,netflix
C'est cool avec les films nommés et d'action la série que j'ai le plus aimer est mon petit poney je vous remercie de votre part veuillez accepter mes sincères remerciements pour votre retour cordialement .😌😊👍✍️,5,0,7.84.1 build 28 35243,2020-12-22 00:56:43,netflix
J'aime cette application pour regarder des films,4,0,7.87.2 build 16 35298,2021-01-30 15:47:12,netflix
Incroyable application vraiment j'aime beaucoup,5,0,7.89.0 build 18 35322,2021-02-16 23:57:30,netflix
"C'est une très très bon application de films et mercie d'avance pour votre créativité , mercie d'avance",5,0,7.86.1 build 16 35285,2021-01-20 00:04:56,netflix
Dommage qu'il y ai trop de bug quand on veut caster sur la tv,3,0,7.82.2 build 42 35213,2020-11-23 20:05:49,netflix
Un peu trop violent sexe drogué dans les mises en avant.bonne application tout de même.,4,0,7.80.0 build 10 35175,2020-12-07 18:42:43,netflix
Jaime bien netfilx mais jenleve 2 etoiles parce que je trouve que netflix est beaucoup trop lent et nest vraiment pas a jour et sa me decoit enormement,3,0,7.84.1 build 28 35243,2020-12-18 11:07:10,netflix
"Je voulais mettre 4,5 mais ont peut pas alors 4 parce que il y a des films connue justement mais qui ne sont pas sur netflix mais si non se serais 5 sur 5",4,0,7.84.1 build 28 35243,2020-12-17 06:52:27,netflix
C'est la meilleure application monde et à tous les films que tu peux imaginer,1,0,7.84.1 build 28 35243,2020-12-30 08:28:52,netflix
Impossible d'ouvrir Netflix depuis la dernière mise a jour (-1023),1,0,7.73.1 build 15 35102,2020-09-16 17:35:36,netflix
J'adore les serie ⭐⭐⭐⭐⭐ Meilleur appli pour regarder film et séries Ce serait bien si on pouvait prendre les photo de notre téléphone pour les mettre en photo de profil,5,0,7.82.2 build 42 35213,2020-11-22 08:05:28,netflix
"Excellent surtout en cette période difficile... merci pour nous aider à surmonter ses difficultés par de bons films , feuilletons, reportages",5,0,7.75.1 build 26 35131,2020-10-08 13:11:50,netflix
"Plus que parfait, l'indispensable nécessité. 😀👍",5,0,7.71.0 build 9 35074,2020-09-07 14:27:31,netflix
"Votre application ne fonctionne pas sur Xiaomi Je peux lancer n'importe quel programme mais l'écran reste noir j'ai le son tout mais pas l'image ( j'ai redémarré mon téléphone, désinstallé et re installer votre application",2,2,7.80.0 build 10 35175,2020-11-07 07:44:31,netflix
"Je ne pas y accéder, ça m'affiche une suggestion de compte que je n'utilise plus, mais j'ai le choix de pouvoir accéder avec mon nouveau compte, mais après ça l'application se rejete...",1,0,7.83.0 build 25 35223,2020-12-06 21:17:06,netflix
Les nouvelles saison mettent t trop de temps à sortir,4,0,7.84.1 build 28 35243,2021-01-10 14:42:49,netflix
Pk vous mettez le titres de films/series/anime que vous avez meme pas dans le truc de recherche mdrr 👽? A part ça c'est bien 😭🏃💨,5,0,7.84.1 build 28 35243,2021-01-09 02:57:37,netflix
"Au Québec très peu de film en français. Pas de soutien. Le prix augmentent chaque année sans que les options évoluent. Bref, encore un qui s'impose quand il fait du fric!",3,0,7.77.0 build 14 35146,2020-10-17 12:18:58,netflix
Dommage qu'il n'y ait pas beaucoup d'anime et les saisons,3,0,7.86.1 build 16 35285,2021-01-26 14:29:01,netflix
Bug quand je veux regarder quelque chose il y a le son mais l image reste fixe,2,0,7.78.0 build 11 35157,2020-10-20 04:50:33,netflix
énormément de bug du lecteur des fois l image fige ou elle n apparaît pas image tt simplement noir svp corrigé se beug,2,0,7.77.0 build 14 35146,2020-11-02 00:13:28,netflix
Application divertissante mais du Maroc certaines séries programmes ou films sont inaccessibles😏,5,0,7.84.1 build 28 35243,2020-12-26 11:22:23,netflix
Ne veux plus démarrer sur mon portable et ce depuis 2 semaine et après moulte manipulation pour essayer de refaire fonctionner cette appli,1,0,7.75.1 build 26 35131,2020-10-01 19:14:42,netflix
"Super application ou in peut retrouver n'importent quel série, film ou mangas. Recommandation assurer",5,0,7.73.1 build 15 35102,2020-09-19 09:39:18,netflix
Toujours les mêmes films série à quand ont aura droit au même netflix que les américains qui ont largement plus de choix,1,1,7.84.1 build 28 35243,2020-12-28 12:14:21,netflix
